Link,Status,Error,Type
https://botticelli.in/collections/shirts/party-wear?add-to-wishlist=11615,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/maroon-striped-shirt,200,No error,Home
https://botticelli.in/collection/shirts/striped/blue-vertical-striped-shirt?add_to_compare=11537,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/maroon-striped-shirt?add_to_compare=13130,not connected,TimeoutError,Home
https://botticelli.in/?add_to_compare=12603,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fchecked%2Framar-blue-check-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/blue-printed-shirt?add_to_compare=11615,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/blue-white-check-shirt?add-to-wishlist=13811,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/blue-party-wear-printed-shirt,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-vertical-striped-shirt?add_to_compare=13106,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/checked?add-to-wishlist=14007,not connected,TimeoutError,Home
https://botticelli.in/green-shirts-for-men?add_to_compare=14028,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/green-striped-shirt/feed,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/party-wear?add_to_compare=13618,not connected,TimeoutError,Home
https://botticelli.in/?add-to-wishlist=13107,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/blue-printed-shirt?add-to-wishlist=11653,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/green-check-formal-shirt?add_to_compare=14028,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/violet-party-wear-shirt?add-to-wishlist=11730,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/striped?add-to-wishlist=13107,not connected,TimeoutError,Home
https://botticelli.in/green-shirts-for-men?add-to-wishlist=13835,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/checked?add_to_compare=11976,not connected,TimeoutError,Home
https://botticelli.in/?add-to-wishlist=12084,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add-to-wishlist=12554,not connected,TimeoutError,Home
https://botticelli.in/brown-shirts?add_to_compare=13493,not connected,TimeoutError,Home
https://botticelli.in/?remove_compare_item=185afe2ab60395b0fb41349aa1469a7f,not connected,TimeoutError,Home
https://botticelli.in/collection?add_to_compare=12072,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/chinese-collar-khaki-party-wear-shirt?add-to-wishlist=11629,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-striped-shirt-for-men?add-to-wishlist=11562,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/light-blue-printed-shirt/feed,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add_to_compare=13853,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/grey-party-wear-shirt,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/sandal-and-navy-check-shirt,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-and-grey-striped-shirt?add_to_compare=11562,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add_to_compare=13594,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/printed?add-to-wishlist=12704,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/light-yellow-shirt?add-to-wishlist=11741,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/checked?add-to-wishlist=12042,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/party-wear?add-to-wishlist=11517,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/chinese-collar-khaki-party-wear-shirt?add_to_compare=13656,not connected,TimeoutError,Home
https://botticelli.in/grey-shirts?add_to_compare=12758,not connected,TimeoutError,Home
https://botticelli.in/collection?add-to-wishlist=13594,not connected,TimeoutError,Home
https://botticelli.in/?add-to-wishlist=13871,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/party-wear?add-to-wishlist=13316,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add-to-wishlist=12715,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/royal-navy-party-wear-shirt,not connected,TimeoutError,Home
https://botticelli.in/collection?add_to_compare=13931,not connected,TimeoutError,Home
https://botticelli.in/blue-shirts?add-to-wishlist=13466,not connected,TimeoutError,Home
https://botticelli.in/?p=13733,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/grey-striped-shirt-for-men?add_to_compare=13143,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/green-striped-shirt?add_to_compare=13058,not connected,TimeoutError,Home
https://botticelli.in/navy-blue-shirts?add-to-wishlist=12030,not connected,TimeoutError,Home
https://botticelli.in/blog/check-shirt-combination/feed,200,Non-HTML content: application/rss+xml; charset=utf-8,Home
https://botticelli.in/collection/shirts/party-wear/chinese-collar-khaki-party-wear-shirt?add-to-wishlist=11556,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fchecked%2Fgreen-check-formal-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/wp-json/wp/v2/product/13695,not connected,TimeoutError,Home
https://botticelli.in/?add-to-wishlist=13656,200,No error,Home
https://botticelli.in/collection/shirts/checked/dark-blue-check-shirt?add_to_compare=11998,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/sandal-printed-shirt?add_to_compare=12704,not connected,TimeoutError,Home
https://botticelli.in/blog/striped-shirt-fabrics/feed,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/olive-green-party-wear-shirt?add_to_compare=11562,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fblog%2Fshirts-for-tall-men%2F,not connected,TimeoutError,Home
https://botticelli.in/?add_to_compare=13811,not connected,TimeoutError,Home
https://botticelli.in/wp-json/wp/v2/posts/11273,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fprinted%2Fdark-blue-printed-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/khaki-check-shirt?add_to_compare=13931,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/maroon-striped-shirt?add_to_compare=11663,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/sky-blue-check-shirt,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/black-check-shirt?add-to-wishlist=13811,not connected,TimeoutError,Home
https://botticelli.in/brown-shirts?add-to-wishlist=13630,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/maroon-striped-shirt?add_to_compare=13169,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/checked?add_to_compare=13836,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/black-check-shirt?add-to-wishlist=11951,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fprinted%2Fblue-printed-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/party-wear?add_to_compare=13538,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/blue-check-shirt?add-to-wishlist=13920,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/sandal-vertical-striped-shirt?add-to-wishlist=13107,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/printed?add_to_compare=12629,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/blue-check-shirt?add_to_compare=12072,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-vertical-striped-shirt?add-to-wishlist=13143,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/dark-blue-check-shirt,200,No error,Home
https://botticelli.in/,200,No error,Home
https://botticelli.in/navy-blue-shirts,200,No error,Home
https://botticelli.in/?add-to-wishlist=12054,200,No error,Home
https://botticelli.in/collection/shirts/checked/coffee-colour-check-shirt?add_to_compare=12084,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fstriped%2Fgrey-vertical-striped-shirt%2F,200,Non-HTML content: application/json; charset=utf-8,Home
https://botticelli.in/collection/shirts/striped/blue-striped-shirt-for-men?add-to-wishlist=13130,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fshipping-policy%2F,not connected,TimeoutError,Home
https://botticelli.in/navy-blue-shirts?add_to_compare=13518,not connected,TimeoutError,Home
https://botticelli.in/wp-json/wp/v2/product/14081,not connected,TimeoutError,Home
https://botticelli.in/?remove_compare_item=9d0fd14c56f15732cb894bec23bd6a13,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add_to_compare=13969,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add-to-wishlist=13931,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add-to-wishlist=13316,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-and-grey-striped-shirt,200,No error,Home
https://botticelli.in/wp-json/wp/v2/pages/8912,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/striped?add_to_compare=13052,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add-to-wishlist=13094,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/light-blue-printed-shirt?add-to-wishlist=12541,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/sandal-printed-shirt?add-to-wishlist=11527,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fstriped%2Fblue-vertical-striped-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/red-check-shirt,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/checked?add-to-wishlist=13943,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/blue-abstract-print-shirt?add_to_compare=11642,not connected,TimeoutError,Home
https://botticelli.in/collection?add_to_compare=12737,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/green-and-white-check-shirt?add_to_compare=12084,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/party-wear?add_to_compare=11615,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/green-and-white-check-shirt?add-to-wishlist=12084,not connected,TimeoutError,Home
https://botticelli.in/?add-to-wishlist=12030,not connected,TimeoutError,Home
https://botticelli.in/wp-json/wp/v2/product/13656,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fchecked%2Fblue-check-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/?add_to_compare=13107,200,No error,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fblog%2Fcheck-shirts%2F,not connected,TimeoutError,Home
https://botticelli.in/privacy-policy,200,No error,Home
https://botticelli.in/?p=14435,not connected,TimeoutError,Home
https://botticelli.in/grey-shirts?add-to-wishlist=13143,not connected,TimeoutError,Home
https://botticelli.in/?add_to_compare=12658,200,No error,Home
https://botticelli.in/grey-shirts?add-to-wishlist=13836,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/grey-striped-shirt-for-men,200,No error,Home
https://botticelli.in/collection/shirts/checked/green-and-white-check-shirt?add_to_compare=11951,not connected,TimeoutError,Home
https://botticelli.in/contact-us,200,No error,Home
https://botticelli.in/collection/shirts/party-wear/ice-blue-shirt?add-to-wishlist=11706,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fprinted%2Flight-blue-printed-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/feed,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/grey-check-shirt,not connected,TimeoutError,Home
https://botticelli.in/?p=13058,not connected,TimeoutError,Home
https://botticelli.in/grey-shirts?add_to_compare=12528,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/dark-blue-check-shirt?add-to-wishlist=11915,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/striped?add-to-wishlist=13094,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/checked?add-to-wishlist=13931,not connected,TimeoutError,Home
https://botticelli.in/navy-blue-shirts?add-to-wishlist=13642,not connected,TimeoutError,Home
https://botticelli.in/green-shirts-for-men?add-to-wishlist=13920,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/green-check-formal-shirt?add-to-wishlist=14028,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/blue-white-check-shirt?add_to_compare=14058,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/light-pink-party-wear-shirt,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/blue-check-shirt?add_to_compare=13811,not connected,TimeoutError,Home
https://botticelli.in/collection?add_to_compare=12715,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/green-and-white-check-shirt?add_to_compare=13811,not connected,TimeoutError,Home
https://botticelli.in/?p=12010,200,No error,Home
https://botticelli.in/collection/shirts/party-wear/blue-abstract-print-shirt?add-to-wishlist=11517,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/sandal-printed-shirt?add_to_compare=12561,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/dark-blue-check-shirt?add_to_compare=13835,not connected,TimeoutError,Home
https://botticelli.in/collection?add_to_compare=13853,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/grey-striped-shirt-for-men?add-to-wishlist=11345,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-striped-shirt-for-men?add-to-wishlist=11696,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/green-and-white-check-shirt?add-to-wishlist=13836,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fparty-wear%2Fblue-abstract-print-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/striped?add_to_compare=13130,not connected,TimeoutError,Home
https://botticelli.in/?add_to_compare=12010,200,No error,Home
https://botticelli.in/collections/shirts/printed?add_to_compare=12670,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/sandal-and-white-check-shirt,200,No error,Home
https://botticelli.in/collection/shirts/striped/grey-vertical-striped-shirt?add-to-wishlist=11642,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/dark-blue-check-shirt?add-to-wishlist=13835,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/checked?add-to-wishlist=14058,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/dark-blue-check-shirt?add_to_compare=11915,not connected,TimeoutError,Home
https://botticelli.in/grey-shirts?add_to_compare=12958,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/printed?add_to_compare=12528,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add-to-wishlist=12737,not connected,TimeoutError,Home
https://botticelli.in/grey-shirts?add_to_compare=13351,not connected,TimeoutError,Home
https://botticelli.in/navy-blue-shirts?add_to_compare=12603,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-and-grey-striped-shirt?add-to-wishlist=11629,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/party-wear?add_to_compare=13519,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/olive-green-party-wear-shirt?add-to-wishlist=11720,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/chinese-collar-khaki-party-wear-shirt?add-to-wishlist=11761,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/sandal-printed-shirt?add_to_compare=11615,not connected,TimeoutError,Home
https://botticelli.in/collection?add_to_compare=13106,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fgreen-shirts-for-men%2F,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fparty-wear%2Flight-yellow-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/olive-green-party-wear-shirt?add-to-wishlist=11562,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/ice-blue-shirt?add_to_compare=11642,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/sandal-printed-shirt?add_to_compare=11517,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/olive-green-party-wear-shirt?add-to-wishlist=11345,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/printed?add-to-wishlist=12715,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/sandal-and-white-check-shirt?add-to-wishlist=12030,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/green-striped-shirt?add-to-wishlist=13058,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/orange-check-shirt?add_to_compare=11939,not connected,TimeoutError,Home
https://botticelli.in/blue-shirts?add_to_compare=13594,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/party-wear?add_to_compare=13712,not connected,TimeoutError,Home
https://botticelli.in/collection?add-to-wishlist=13558,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/teal-green-check-shirt,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/e;document.head.appendChild(t)}function,404,HTTP Error 404,Home
https://botticelli.in/collection/shirts/checked/blue-white-check-shirt/feed,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/striped?add_to_compare=13169,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/sandal-and-white-check-shirt?add-to-wishlist=13895,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/yellow-check-shirt,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/checked?add_to_compare=14081,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/striped?add-to-wishlist=13058,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/dark-blue-check-shirt?add_to_compare=11976,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/light-yellow-shirt?add-to-wishlist=11653,not connected,TimeoutError,Home
https://botticelli.in/wp-json/wp/v2/product/14035,200,Non-HTML content: application/json; charset=utf-8,Home
https://botticelli.in/collection/shirts/striped/maroon-striped-shirt?add-to-wishlist=13130,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts?add_to_compare=12084,not connected,TimeoutError,Home
https://botticelli.in/wp-json/wp/v2/product/14058,not connected,TimeoutError,Home
https://botticelli.in/?p=13094,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/sandal-and-white-check-shirt/feed,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/party-wear/olive-green-party-wear-shirt?add_to_compare=11730,not connected,TimeoutError,Home
https://botticelli.in/wp-json/wp/v2/product_cat/67,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/sandal-vertical-striped-shirt?add_to_compare=11653,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/party-wear?add_to_compare=11582,not connected,TimeoutError,Home
https://botticelli.in/collections/shirts/printed?add_to_compare=12715,not connected,TimeoutError,Home
https://botticelli.in/navy-blue-shirts?add_to_compare=11939,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/grey-striped-shirt-for-men?add-to-wishlist=11696,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/grey-striped-shirt-for-men?add_to_compare=11696,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/ramar-blue-check-shirt?add_to_compare=13835,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/light-blue-printed-shirt?add_to_compare=12588,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/dark-blue-formal-shirt,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-striped-shirt-for-men?add_to_compare=11696,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/dark-blue-check-shirt?add-to-wishlist=11927,not connected,TimeoutError,Home
https://botticelli.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbotticelli.in%2Fcollection%2Fshirts%2Fstriped%2Fmaroon-striped-shirt%2F,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/blue-striped-shirt-for-men?add-to-wishlist=13106,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/striped/sandal-vertical-striped-shirt?add_to_compare=13107,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/checked/orange-check-shirt?add-to-wishlist=11939,not connected,TimeoutError,Home
https://botticelli.in/collection/shirts/printed/sandal-abstract-print-shirt,not connected,TimeoutError,Home
https://botticelli.in/yellow-shirts-for-men,not connected,TimeoutError,Home
