Link,Status,Error,Type
https://pothys.com/collections/shop-designer-sarees,200,No error,Home
https://pothys.com/collections/semi-uppada,200,No error,Home
https://pothys.com/products/cream-floral-jacquard-crepe-saree-with-self-floral-design-border-floral-printed-pallu,429,HTTP Error 429,Home
https://pothys.com/collections/kancheepuram-tissue,200,No error,Home
https://pothys.com/products/borderless-grey-floral-leaf-themed-designs-digital-printed-italian-crepe-saree,429,HTTP Error 429,Home
https://pothys.com/products/cream-blue-checked-design-with-floral-vine-printed-tusser-silk-saree,429,HTTP Error 429,Home
https://pothys.com/collections/navarathna-pavadai-material,200,No error,Home
https://pothys.com/products/brown-colorful-big-polka-dots-printed-tusser-silk-saree-with-zari-buttas-traditional-zari-design-border,429,HTTP Error 429,Home
https://pothys.com/products/light-blue-copper-tissue-fusion-art-silk-saree-with-zig-zag-temple-border-rich-copper-zari-pallu-along-with-copper-jacquard-blouse,429,HTTP Error 429,Home
https://pothys.com/products/apple-green-shifli-sequins-work-floral-design-georgette-chudidhar-material-top-with-american-crepe-pant-chinnon-material-diagital-print-mirror-work-dupatta,429,HTTP Error 429,Home
https://pothys.com/collections/kancheepuram-borderless,200,No error,Home
https://pothys.com/products/cream-floral-motifs-printed-designer-catalog-saree-contrast-gleaming-green-plain-border,429,HTTP Error 429,Home
https://pothys.com/collections/kancheepuram-silk-under-10k,200,No error,Home
https://pothys.com/products/baby-pink-striped-zari-design-front-back-deep-round-neck-raw-silk-readymade-sleeveless-blouse,429,HTTP Error 429,Home
https://pothys.com/products/borderless-red-floral-design-banana-pith-saree-with-striped-floral-design-pallu,429,HTTP Error 429,Home
https://pothys.com/products/blue-chevron-jaal-jacquard-design-mysore-silk-saree-contrast-intricate-design-border,429,HTTP Error 429,Home
https://pothys.com/products/beige-tie-and-die-style-floral-geometric-design-tussar-saree-with-contrast-intricate-zari-design-border-floral-design-pallu,429,HTTP Error 429,Home
https://pothys.com/products/rani-pink-polka-dot-phenix-bird-design-mushru-silk-saree-with-zari-border-rich-pallu-along-with-plain-blouse,200,No error,Home
https://pothys.com/products/borderless-red-round-floral-buttas-mayuri-soft-silk-saree-with-geometric-design-pallu,429,HTTP Error 429,Home
https://pothys.com/products/borderless-grey-rose-floral-motifs-printed-kamala-silk-saree-contrast-plain-blouse,429,HTTP Error 429,Home
